"month","year","dx_name","num_dx_records","num_dx_patients","tot_num_dx_records","tot_num_dx_patients"
5,2017,"background retinopathy, unspec",884,823,9773094,2895214
5,2017,benign neoplasm - choroid,60581,52212,9773094,2895214
5,2017,benign neoplasm - conjunctiva,2614,2093,9773094,2895214
5,2017,benign neoplasm - cornea,170,145,9773094,2895214
5,2017,benign neoplasm - eyelid,18300,14547,9773094,2895214
5,2017,benign neoplasm - lacrimal,65,51,9773094,2895214
5,2017,benign neoplasm - orbit,898,618,9773094,2895214
5,2017,benign neoplasm - unspec,1695,1333,9773094,2895214
5,2017,blebitis,354,211,9773094,2895214
5,2017,blepharochalasis,13347,6285,9773094,2895214
5,2017,carcinoma in situ - eyelid,107,93,9773094,2895214
5,2017,"cataract, age-related",1468858,1005537,9773094,2895214
5,2017,"cataract, infantile/juvenile ",2752,2068,9773094,2895214
5,2017,"cataract, other/unspec",20830,19316,9773094,2895214
5,2017,"cataract, traumatic",1831,1439,9773094,2895214
5,2017,central serous chorioretinopathy,12807,10748,9773094,2895214
5,2017,chorioretinal scars following detach surg,4181,3128,9773094,2895214
5,2017,choroidal detachment,3080,1967,9773094,2895214
5,2017,choroidal rupture,322,286,9773094,2895214
5,2017,color vision deficiencies,892,840,9773094,2895214
5,2017,conjunctival hemorrhage,23450,20490,9773094,2895214
5,2017,conjunctival scars,1745,1387,9773094,2895214
5,2017,conjunctivitis - infectious,18182,14605,9773094,2895214
5,2017,conjunctivitis - noninfectious,102581,87004,9773094,2895214
5,2017,conjunctivitis - other/unspec acute,10464,8604,9773094,2895214
5,2017,corneal degen - arcus senilis,10444,8574,9773094,2895214
5,2017,corneal degen - band keratopathy,6473,5294,9773094,2895214
5,2017,corneal degen - nodular,4976,3858,9773094,2895214
5,2017,corneal degen - peripheral,850,689,9773094,2895214
5,2017,corneal membrane changes,825,652,9773094,2895214
5,2017,corneal pigmentations/deposits,1819,1530,9773094,2895214
5,2017,corneal scars/opacities - minor/other,35625,30533,9773094,2895214
5,2017,corneal transplant failure,1111,884,9773094,2895214
5,2017,corneal transplant rejection,1755,1269,9773094,2895214
5,2017,corneal ulcer - perforated,472,232,9773094,2895214
5,2017,"corneal ulcer - unperforated, iso epi defect",29630,19043,9773094,2895214
5,2017,"corneal ulcer - unperforated, w/ str involv",21200,11231,9773094,2895214
5,2017,"corrosion, cornea/conjunctival sac",522,296,9773094,2895214
5,2017,"corrosion, eyelid/periocular",91,55,9773094,2895214
5,2017,"corrosion, other/unspec",45,27,9773094,2895214
5,2017,cystoid macular degeneration,45003,36772,9773094,2895214
5,2017,dacryoadenitis - unspec,192,163,9773094,2895214
5,2017,degenerative myopia,29767,24554,9773094,2895214
5,2017,dermatochalasis,188383,90178,9773094,2895214
5,2017,diabetic cataract,4822,2646,9773094,2895214
5,2017,diplopia,22864,20587,9773094,2895214
5,2017,drusen of macula,81005,70472,9773094,2895214
5,2017,"dry AMD, adv stage w/ subfov involv",24772,19778,9773094,2895214
5,2017,"dry AMD, adv stage w/o subfov involv",20468,15886,9773094,2895214
5,2017,"dry AMD, intermediate stage",138874,120053,9773094,2895214
5,2017,"dry AMD, unspec stage",47760,40323,9773094,2895214
5,2017,dry eye syndrome,450514,386166,9773094,2895214
5,2017,enophthalmos,356,314,9773094,2895214
5,2017,epiphora,16137,13282,9773094,2895214
5,2017,episcleritis,7246,5727,9773094,2895214
1,2017,BRAO,5322,4686,8708146,2677668
1,2017,BRVO,54720,44387,8708146,2677668
1,2017,CME post-cataract surg,4429,3495,8708146,2677668
1,2017,CRAO,4701,4020,8708146,2677668
1,2017,CRVO,40372,32318,8708146,2677668
1,2017,DME resolved after tx,1215,1070,8708146,2677668
1,2017,"FB, conjunctival sac",4421,3703,8708146,2677668
1,2017,"FB, cornea",7384,5364,8708146,2677668
1,2017,"FB, external eye other/unspec",420,330,8708146,2677668
1,2017,Fuch's endothelial dystrophy,41708,35447,8708146,2677668
1,2017,IOL breakdown,320,284,8708146,2677668
1,2017,IOL displacement,2726,1936,8708146,2677668
1,2017,IOL other mech compl,1521,1152,8708146,2677668
1,2017,NPDR w/ DME,104557,60811,8708146,2677668
1,2017,NPDR w/o DME,112760,80157,8708146,2677668
1,2017,PDR w/ DME,99371,48660,8708146,2677668
1,2017,PDR w/o DME,51358,34399,8708146,2677668
1,2017,"PDR, stable",12351,6092,8708146,2677668
1,2017,PRAO,3175,2820,8708146,2677668
1,2017,RD w/ breaks or defects,65409,42401,8708146,2677668
1,2017,"RD, other",5448,4838,8708146,2677668
1,2017,"RD, serous",4258,3363,8708146,2677668
1,2017,"RD, traction",15191,10643,8708146,2677668
1,2017,"ROP, stage 0",1394,1050,8708146,2677668
1,2017,"ROP, stage 1",352,255,8708146,2677668
1,2017,"ROP, stage 2",298,185,8708146,2677668
1,2017,"ROP, stage 3",242,179,8708146,2677668
1,2017,"ROP, stage 4",40,36,8708146,2677668
1,2017,"ROP, stage 5",38,32,8708146,2677668
1,2017,"ROP, stage unspec",1267,1073,8708146,2677668
1,2017,"RPE detachment, hemorrhagic",1480,1285,8708146,2677668
1,2017,"RPE detachment, serous",13337,11577,8708146,2677668
1,2017,"RVO, unspec",700,578,8708146,2677668
1,2017,TRAO,536,456,8708146,2677668
1,2017,abducent nerve palsy,3726,3227,8708146,2677668
1,2017,abnormal innervation syndrome,43,37,8708146,2677668
1,2017,accommodation disorders,1005,965,8708146,2677668
1,2017,acute postop pain NEC,86,65,8708146,2677668
1,2017,"amblyopia, deprivation",1477,1354,8708146,2677668
1,2017,"amblyopia, refractive",17924,16774,8708146,2677668
1,2017,"amblyopia, strabismic",8582,7921,8708146,2677668
1,2017,"amblyopia, suspect",1859,1738,8708146,2677668
1,2017,"amblyopia, unspec",21681,19525,8708146,2677668
1,2017,angoid streaks of macula,642,604,8708146,2677668
1,2017,anisometropia/aniseikonia,5796,5374,8708146,2677668
1,2017,anterior synechiae (iris),1114,852,8708146,2677668
1,2017,"anterior uveitis - acute, other/unspec",5395,4277,8708146,2677668
1,2017,"anterior uveitis - acute, primary",12077,8593,8708146,2677668
1,2017,"anterior uveitis - acute, recurrent",6577,4938,8708146,2677668
1,2017,anterior uveitis - chronic,7621,6168,8708146,2677668
1,2017,anterior uveitis - other,14055,10909,8708146,2677668
1,2017,aphakia,11576,9200,8708146,2677668
1,2017,aphakic bullous k post-cataract surg,59,44,8708146,2677668
1,2017,astigmatism,240816,211138,8708146,2677668
1,2017,"background retinopathy, unspec",737,685,8708146,2677668
1,2017,benign neoplasm - choroid,52651,46107,8708146,2677668
1,2017,benign neoplasm - ciliary body,2261,1848,8708146,2677668
1,2017,benign neoplasm - conjunctiva,2211,1841,8708146,2677668
1,2017,benign neoplasm - cornea,117,92,8708146,2677668
1,2017,benign neoplasm - eyelid,15847,12653,8708146,2677668
1,2017,benign neoplasm - lacrimal,54,44,8708146,2677668
1,2017,benign neoplasm - orbit,839,565,8708146,2677668
1,2017,benign neoplasm - retina,985,890,8708146,2677668
1,2017,benign neoplasm - unspec,1451,1151,8708146,2677668
1,2017,blebitis,357,207,8708146,2677668
1,2017,blepharitis,279536,117140,8708146,2677668
1,2017,blepharochalasis,12747,5981,8708146,2677668
1,2017,blepharophimosis,202,97,8708146,2677668
1,2017,blepharospasm                    ,4327,4017,8708146,2677668
1,2017,"burn, corneal/conjunctival sac",388,239,8708146,2677668
1,2017,"burn, eyelid/periocular",51,37,8708146,2677668
1,2017,"burn, other/unspec",84,53,8708146,2677668
1,2017,carcinoma in situ - eye,101,77,8708146,2677668
1,2017,carcinoma in situ - eyelid,101,84,8708146,2677668
1,2017,"cataract, age-related",1279589,890705,8708146,2677668
1,2017,"cataract, infantile/juvenile ",2775,2150,8708146,2677668
1,2017,"cataract, other/unspec",21221,19660,8708146,2677668
1,2017,"cataract, secondary",218392,170194,8708146,2677668
1,2017,"cataract, traumatic",1780,1421,8708146,2677668
1,2017,central serous chorioretinopathy,11712,9967,8708146,2677668
1,2017,chalazion,38682,28279,8708146,2677668
1,2017,chorioretinal scars,34617,30125,8708146,2677668
1,2017,chorioretinal scars following detach surg,4115,3158,8708146,2677668
1,2017,choroidal degenerations,2226,1998,8708146,2677668
1,2017,choroidal detachment,2585,1766,8708146,2677668
1,2017,choroidal hemorrhage,581,434,8708146,2677668
1,2017,choroidal rupture,364,304,8708146,2677668
1,2017,color vision deficiencies,883,834,8708146,2677668
1,2017,conjunctival degen/deposits,43348,37713,8708146,2677668
1,2017,conjunctival hemorrhage,19693,17342,8708146,2677668
1,2017,conjunctival scars,1498,1139,8708146,2677668
1,2017,conjunctivitis - infectious,17487,14099,8708146,2677668
1,2017,conjunctivitis - noninfectious,65749,55060,8708146,2677668
1,2017,conjunctivitis - other/unspec ,6300,5347,8708146,2677668
1,2017,conjunctivitis - other/unspec acute,9417,7713,8708146,2677668
1,2017,conjunctivitis - other/unspec chronic,12910,11131,8708146,2677668
1,2017,corneal degen - arcus senilis,9228,7576,8708146,2677668
1,2017,corneal degen - band keratopathy,5610,4694,8708146,2677668
1,2017,corneal degen - nodular,4125,3293,8708146,2677668
1,2017,corneal degen - other/unspec,1733,1535,8708146,2677668
1,2017,corneal degen - peripheral,807,699,8708146,2677668
1,2017,corneal edemas,19856,14870,8708146,2677668
1,2017,corneal membrane changes,723,559,8708146,2677668
1,2017,corneal neovascularization,5671,4717,8708146,2677668
1,2017,corneal pigmentations/deposits,1622,1372,8708146,2677668
1,2017,corneal scars/opacities - central,8349,7003,8708146,2677668
1,2017,corneal scars/opacities - minor/other,32618,28130,8708146,2677668
1,2017,corneal transplant failure,1043,838,8708146,2677668
1,2017,corneal transplant rejection,1661,1203,8708146,2677668
1,2017,corneal ulcer - perforated,414,217,8708146,2677668
1,2017,"corneal ulcer - unperforated, iso epi defect",24184,15590,8708146,2677668
1,2017,"corneal ulcer - unperforated, w/ str involv",19153,10127,8708146,2677668
1,2017,"corrosion, cornea/conjunctival sac",444,269,8708146,2677668
1,2017,"corrosion, eyelid/periocular",69,42,8708146,2677668
1,2017,"corrosion, other/unspec",55,33,8708146,2677668
1,2017,cystoid macular degeneration,42151,35435,8708146,2677668
1,2017,dacryoadenitis - acute,162,129,8708146,2677668
1,2017,dacryoadenitis - chronic,172,143,8708146,2677668
1,2017,dacryoadenitis - unspec,139,128,8708146,2677668
1,2017,degenerative myopia,26875,22275,8708146,2677668
1,2017,dermatochalasis,164823,79195,8708146,2677668
1,2017,diabetic cataract,4525,2490,8708146,2677668
1,2017,diplopia,20235,18351,8708146,2677668
1,2017,drusen of macula,71142,62182,8708146,2677668
1,2017,"dry AMD, adv stage w/ subfov involv",22384,17839,8708146,2677668
1,2017,"dry AMD, adv stage w/o subfov involv",18503,14328,8708146,2677668
1,2017,"dry AMD, early stage",107458,93818,8708146,2677668
1,2017,"dry AMD, intermediate stage",120832,106858,8708146,2677668
1,2017,"dry AMD, unspec stage",43987,36876,8708146,2677668
1,2017,dry eye syndrome,404493,347973,8708146,2677668
1,2017,ectropion,22529,12699,8708146,2677668
1,2017,enophthalmos,287,254,8708146,2677668
1,2017,entropion,8932,5643,8708146,2677668
1,2017,epiphora,14369,11987,8708146,2677668
1,2017,episcleritis,6787,5399,8708146,2677668
1,2017,esotropia,14551,13161,8708146,2677668
1,2017,exophthalmos,2840,2426,8708146,2677668
1,2017,exotropia,12764,11411,8708146,2677668
1,2017,exudative retinopathy,956,797,8708146,2677668
1,2017,eye avulsion,63,52,8708146,2677668
1,2017,eyeball/orbital tissue contusion,5175,3850,8708146,2677668
1,2017,eyelid cysts,7976,6072,8708146,2677668
1,2017,eyelid dermatoses - noninfectious,14763,9101,8708146,2677668
1,2017,eyelid edema,3210,1962,8708146,2677668
1,2017,eyelid retraction,3481,1939,8708146,2677668
1,2017,eyelid vascular anomalies,227,178,8708146,2677668
1,2017,eyelid/periocular open wound,796,580,8708146,2677668
1,2017,eyelid/periocular superficial injury,1685,1401,8708146,2677668
1,2017,"glaucoma, OAG",438821,316736,8708146,2677668
1,2017,"glaucoma, PACG - acute",2380,1571,8708146,2677668
1,2017,"glaucoma, PACG - chronic ",13874,9623,8708146,2677668
1,2017,"glaucoma, PACG - other/unspec",3630,2837,8708146,2677668
1,2017,"glaucoma, PXG",13786,9666,8708146,2677668
1,2017,"glaucoma, absolute",956,830,8708146,2677668
1,2017,"glaucoma, other/unspec",26072,22227,8708146,2677668
1,2017,"glaucoma, secondary to drugs",3721,2886,8708146,2677668
1,2017,"glaucoma, secondary to eye infl",5464,3889,8708146,2677668
1,2017,"glaucoma, secondary to eye trauma",3094,2245,8708146,2677668
1,2017,"glaucoma, secondary to other eye dis",8269,5611,8708146,2677668
1,2017,"glaucoma, suspect",391864,311986,8708146,2677668
1,2017,globe degen conditions,2939,2577,8708146,2677668
1,2017,goniosynechiae,205,173,8708146,2677668
1,2017,hereditary choroidal dystrophies,859,789,8708146,2677668
1,2017,hereditary retinal dystrophies,11240,10249,8708146,2677668
1,2017,herpesviral ocular disease,913,683,8708146,2677668
1,2017,herpesviral ocular disease - other,648,522,8708146,2677668
1,2017,heterophoria,8514,8012,8708146,2677668
1,2017,hordeolum,50745,23459,8708146,2677668
1,2017,hypermetropia,155655,142568,8708146,2677668
1,2017,hypertensive retinopathy,75962,64170,8708146,2677668
1,2017,hypertrichosis,40,31,8708146,2677668
1,2017,hyphema,4426,2933,8708146,2677668
1,2017,hypopyon,662,382,8708146,2677668
1,2017,intermittent heterotropia,6602,6122,8708146,2677668
1,2017,interstitial/deep keratitis,1557,1166,8708146,2677668
1,2017,iridodialysis,565,456,8708146,2677668
1,2017,iris/CB adhesions/disruptions ,2637,2128,8708146,2677668
1,2017,iris/CB degenerations,4638,3986,8708146,2677668
1,2017,iris/CB/anterior chamber cysts,353,312,8708146,2677668
1,2017,ischemic optic neuropathy,8507,7380,8708146,2677668
1,2017,keratitis - infectious,13559,9278,8708146,2677668
1,2017,keratitis - other/unspec,4775,3661,8708146,2677668
1,2017,keratoconjunctivitis - dry eye syndrome,99094,83851,8708146,2677668
1,2017,keratoconjunctivitis - infectious,1235,931,8708146,2677668
1,2017,keratoconjunctivitis - noninfectious,7438,5686,8708146,2677668
1,2017,keratoconjunctivitis - other/unspec,2660,1976,8708146,2677668
1,2017,keratoconus,17068,12798,8708146,2677668
1,2017,lacrimal gland atrophy,305,300,8708146,2677668
1,2017,lacrimal gland dislocation,69,63,8708146,2677668
1,2017,lacrimal passage infl - acute/unspec,2028,1526,8708146,2677668
1,2017,lacrimal passage infl - chronic,712,570,8708146,2677668
1,2017,lacrimal passage stenosis/insufficiency,10281,7780,8708146,2677668
1,2017,lagophthalmos,4809,2790,8708146,2677668
1,2017,lattice degeneration of retina,43911,35453,8708146,2677668
1,2017,lens dislocation,4451,3274,8708146,2677668
1,2017,lens fragments post-cataract surg,3701,2521,8708146,2677668
1,2017,"macular cyst, hole, or pseudohole",38365,30010,8708146,2677668
1,2017,malignant neoplasm - choroid,2544,2150,8708146,2677668
1,2017,malignant neoplasm - ciliary body ,70,64,8708146,2677668
1,2017,malignant neoplasm - conjunctiva,347,284,8708146,2677668
1,2017,malignant neoplasm - cornea,84,69,8708146,2677668
1,2017,malignant neoplasm - eyelid,3157,2435,8708146,2677668
1,2017,malignant neoplasm - lacrimal,16,15,8708146,2677668
1,2017,malignant neoplasm - orbit,156,114,8708146,2677668
1,2017,malignant neoplasm - other/unspec,158,121,8708146,2677668
1,2017,malignant neoplasm - retina,338,248,8708146,2677668
1,2017,mechanical strabismus,648,598,8708146,2677668
1,2017,melanoma in situ - eyelid,18,15,8708146,2677668
1,2017,myopia,333515,298075,8708146,2677668
1,2017,night blindness,207,188,8708146,2677668
1,2017,nystagmus / other irregular eye mvmts,4257,3859,8708146,2677668
1,2017,ocular cranial nerve injury,70,55,8708146,2677668
1,2017,ocular hypotony,2911,2277,8708146,2677668
1,2017,ocular laceration w/ prolapse,783,499,8708146,2677668
1,2017,ocular laceration w/o prolapse,1305,745,8708146,2677668
1,2017,ocular pain,15924,13609,8708146,2677668
1,2017,oculomotor nerve palsy,1481,1235,8708146,2677668
1,2017,optic atrophy,31239,26722,8708146,2677668
1,2017,optic chiasm disorders,337,310,8708146,2677668
1,2017,optic nerve/pathway injury,165,129,8708146,2677668
1,2017,optic neuritis,4513,3857,8708146,2677668
1,2017,orbit deformity,203,183,8708146,2677668
1,2017,orbit inflammation - acute,1064,786,8708146,2677668
1,2017,orbit inflammation - chronic,576,449,8708146,2677668
1,2017,orbit penetrating wound w/ FB,177,114,8708146,2677668
1,2017,orbit penetrating wound w/o FB,113,69,8708146,2677668
1,2017,"orbit penetrating wound, unspec",49,34,8708146,2677668
1,2017,orbital floor fracture,1097,889,8708146,2677668
1,2017,other binocular eye mvmt dis,4092,3794,8708146,2677668
1,2017,other binocular vision disorders,640,616,8708146,2677668
1,2017,other choroid disorders,1140,1010,8708146,2677668
1,2017,other conjunctival disorders,15634,12999,8708146,2677668
1,2017,other corneal deformities,1699,1385,8708146,2677668
1,2017,other corneal disorders,12106,9052,8708146,2677668
1,2017,other diabetic ophthalmic compl,6335,4835,8708146,2677668
1,2017,other endophthalmitis,6460,3846,8708146,2677668
1,2017,other eye dis post-cataract surg,256,214,8708146,2677668
1,2017,other eyelid degenerative disorders,787,623,8708146,2677668
1,2017,other eyelid function disorders,685,643,8708146,2677668
1,2017,other globe disorders,90,77,8708146,2677668
1,2017,other hereditary corneal dystrophies ,25510,21515,8708146,2677668
1,2017,other iris/CB disorders,3116,2566,8708146,2677668
1,2017,other iris/CB vascular disorders,5674,4472,8708146,2677668
1,2017,other lacrimal gland disorders,145,130,8708146,2677668
1,2017,other lacrimal passage changes,72,64,8708146,2677668
1,2017,other non-diabetic proliferative retinopathy,2122,1582,8708146,2677668
1,2017,other optic disc disorders,10110,8945,8708146,2677668
1,2017,other optic nerve disorders,4839,4386,8708146,2677668
1,2017,other orbital disorders,723,621,8708146,2677668
1,2017,other paralytic strabismus,189,171,8708146,2677668
1,2017,other postop complications ,419,344,8708146,2677668
1,2017,other refraction/accommodation disorders,47208,43896,8708146,2677668
1,2017,other retinal microvascular abnormalities,3436,3046,8708146,2677668
1,2017,other scleral disorders,1527,1330,8708146,2677668
1,2017,other spec visual disturbances,32564,28999,8708146,2677668
1,2017,other subj visual disturb,28411,24476,8708146,2677668
1,2017,other superficial keratitis w/o conjunctivitis ,11628,9376,8708146,2677668
1,2017,other visual pathway disorders,847,781,8708146,2677668
1,2017,other vitreous opacities,135075,114028,8708146,2677668
1,2017,other/unspec corneal transplant compl,405,294,8708146,2677668
1,2017,other/unspec eye disorders,3946,3540,8708146,2677668
1,2017,other/unspec eye injuries,2187,1684,8708146,2677668
1,2017,other/unspec eyelid disorders,8051,7408,8708146,2677668
1,2017,other/unspec heterotropia,11027,9931,8708146,2677668
1,2017,other/unspec lacrimal disorders,257,231,8708146,2677668
1,2017,other/unspec lens disorder,3977,2767,8708146,2677668
1,2017,other/unspec peripheral retinal degeneration,23494,20103,8708146,2677668
1,2017,other/unspec retinal disorders,7831,7000,8708146,2677668
1,2017,other/unspec strabismus,2203,1954,8708146,2677668
1,2017,other/unspec vitreous body disorders,2929,2412,8708146,2677668
1,2017,panophthalmitis,178,111,8708146,2677668
1,2017,panuveitis,4302,3155,8708146,2677668
1,2017,papilledema,3871,3371,8708146,2677668
1,2017,posterior synechiae (iris),4072,3189,8708146,2677668
1,2017,posterior uveitis,11200,8397,8708146,2677668
1,2017,presbyopia,304303,284258,8708146,2677668
1,2017,progressive external ophthalmoplegia,133,90,8708146,2677668
1,2017,prosthetic/implant/graft displacement,60,42,8708146,2677668
1,2017,prosthetic/implant/graft other mech compl,2323,1626,8708146,2677668
1,2017,pterygium,31732,25118,8708146,2677668
1,2017,ptosis,51785,41110,8708146,2677668
1,2017,puckering of macula,233168,193739,8708146,2677668
1,2017,pupillary function anomalies,6165,5264,8708146,2677668
1,2017,recession of chamber angle,645,571,8708146,2677668
1,2017,"retained IOFB, magnetic",96,62,8708146,2677668
1,2017,"retained IOFB, nonmagnetic",543,373,8708146,2677668
1,2017,retained foreign body - eyelid,508,355,8708146,2677668
1,2017,retained foreign body - orbit due to PW,42,34,8708146,2677668
1,2017,retinal breaks or defects w/o RD,52036,38814,8708146,2677668
1,2017,retinal edema,44899,39793,8708146,2677668
1,2017,retinal hemorrhage,35845,30255,8708146,2677668
1,2017,retinal ischemia,8273,7228,8708146,2677668
1,2017,retinal microaneurysms,3487,3009,8708146,2677668
1,2017,retinal neovascularization,23086,18453,8708146,2677668
1,2017,retinal telangiectasis,3559,3099,8708146,2677668
1,2017,retinal vascular changes,4049,3340,8708146,2677668
1,2017,retinal vasculitis,1717,1365,8708146,2677668
1,2017,retinoschisis / retinal cysts,7127,6009,8708146,2677668
1,2017,retrolental fibroplasia,260,207,8708146,2677668
1,2017,scleritis,3899,2857,8708146,2677668
1,2017,scleritis - infectious,39,35,8708146,2677668
1,2017,secondary uveitis - infectious,2274,1590,8708146,2677668
1,2017,secondary uveitis - noninfectious,4077,3069,8708146,2677668
1,2017,sudden visual loss,876,730,8708146,2677668
1,2017,superficial punctate keratitis,29004,23561,8708146,2677668
1,2017,sympathetic uveitis,348,259,8708146,2677668
1,2017,syphilitic oculopathy,35,31,8708146,2677668
1,2017,total ophthalmoplegia,19,13,8708146,2677668
1,2017,toxic maculopathy,729,658,8708146,2677668
1,2017,toxoplasma oculopathy,1194,1015,8708146,2677668
1,2017,trachoma,27,27,8708146,2677668
1,2017,transient visual loss,2350,2099,8708146,2677668
1,2017,trichiasis w/o entropion,24175,16583,8708146,2677668
1,2017,trochlear nerve palsy,2557,2285,8708146,2677668
1,2017,tuberculosis of eye,40,34,8708146,2677668
1,2017,unspec DR w/ DME,6923,5224,8708146,2677668
1,2017,unspec DR w/o DME,11662,8969,8708146,2677668
1,2017,unspec macular degeneration,14268,13001,8708146,2677668
1,2017,unspec retinal layer separation,2265,1995,8708146,2677668
1,2017,venous engorgement,1088,929,8708146,2677668
1,2017,visual cortex disorders,285,209,8708146,2677668
1,2017,visual field defects,21351,17821,8708146,2677668
1,2017,visual impairment,2181,1893,8708146,2677668
1,2017,visual loss,4194,3763,8708146,2677668
1,2017,vitreomacular adhesion,24361,20064,8708146,2677668
1,2017,vitreous body crystalline deposits,10550,9215,8708146,2677668
1,2017,vitreous degeneration,447307,380586,8708146,2677668
1,2017,vitreous hemorrhage,67193,48258,8708146,2677668
1,2017,vitreous membranes/strands,7129,6074,8708146,2677668
1,2017,vitreous prolapse,1611,1316,8708146,2677668
1,2017,"wet AMD, active CNV",222613,173260,8708146,2677668
1,2017,"wet AMD, inactive CNV",51051,43495,8708146,2677668
1,2017,"wet AMD, inactive scar",25756,21471,8708146,2677668
1,2017,"wet AMD, unspec stage",25038,18407,8708146,2677668
1,2017,xanthelasma,943,514,8708146,2677668
1,2017,zoster ocular disease,5303,3980,8708146,2677668
2,2017,BRAO,4919,4345,8302002,2551113
2,2017,BRVO,50181,40974,8302002,2551113
2,2017,CME post-cataract surg,4094,3189,8302002,2551113
2,2017,CRAO,4425,3815,8302002,2551113
2,2017,CRVO,36601,29449,8302002,2551113
2,2017,DME resolved after tx,1208,1059,8302002,2551113
2,2017,"FB, conjunctival sac",4246,3606,8302002,2551113
2,2017,"FB, cornea",7607,5515,8302002,2551113
2,2017,"FB, external eye other/unspec",402,328,8302002,2551113
2,2017,Fuch's endothelial dystrophy,39451,33827,8302002,2551113
2,2017,IOL breakdown,302,270,8302002,2551113
2,2017,IOL displacement,2681,1905,8302002,2551113
2,2017,IOL other mech compl,1582,1170,8302002,2551113
2,2017,NPDR w/ DME,100480,59241,8302002,2551113
2,2017,NPDR w/o DME,109439,78229,8302002,2551113
2,2017,PDR w/ DME,96601,47820,8302002,2551113
2,2017,PDR w/o DME,49743,33296,8302002,2551113
2,2017,"PDR, stable",11774,5736,8302002,2551113
2,2017,PRAO,2910,2631,8302002,2551113
2,2017,RD w/ breaks or defects,61670,40255,8302002,2551113
2,2017,"RD, other",5119,4475,8302002,2551113
2,2017,"RD, serous",3964,3189,8302002,2551113
2,2017,"RD, traction",14464,10161,8302002,2551113
2,2017,"ROP, stage 0",1381,1069,8302002,2551113
2,2017,"ROP, stage 1",391,276,8302002,2551113
2,2017,"ROP, stage 2",260,160,8302002,2551113
2,2017,"ROP, stage 3",196,151,8302002,2551113
